COMPANY NAME,RATING,REVIEWS,PACKAGE,INDUSTRY,BENEFITS,CONS,INDIA HQ,BRANCHES,TOTAL EMPLOYEES,COMPANY TYPE,YEAR OLD
Safeducate,4.2,146,378,Education & Training,"Company Culture, Work Life Balance",Promotions / Appraisal,New Delhi,31 other locations,51-200  ,,12 years old
Byju's Future School,3.3,146,316,Bangalore / Bengaluru +26 other locations,"Job Security, Work Life Balance, Promotions / Appraisal",,,,1k-5k  ,, 
Major Brands,3.7,146,437,Retail,"Skill Development / Learning, Job Security, Work Life Balance",,Mumbai,16 other locations,1k-5k   (Global),,41 years old
Safeducate,4.2,146,378,Education & Training,"Salary & Benefits, Skill Development / Learning, Company Culture",Promotions / Appraisal,New Delhi,31 other locations,51-200  ,,105 years old
Sedin Technologies,4.2,146,912,IT Services & Consulting,"Salary & Benefits, Skill Development / Learning, Promotions / Appraisal",,Chennai,6 other locations,501-1k  ,,24 years old
SAP-Concur,4,146,776,Software Product,"Skill Development / Learning, Company Culture, Work Life Balance",Salary & Benefits,Bangalore / Bengaluru,5 other locations,51-200  ,,11 years old
PerkinElmer,4.3,146,714,Pharma,,,Mumbai,17 other locations,201-500  ,,77 years old
Deepija Telecom,4,146,713,Software Product,"Job Security, Work Life Balance, Company Culture",,Hyderabad / Secunderabad,14 other locations,201-500  ,, 
Tracks Components,3.4,146,836,Pune +8 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",,,Chandigarh +14 more,nan, 
Daramic Battery Separator India,3.6,146,603,Electrical Equipment,"Work Satisfaction, Skill Development / Learning, Company Culture",Promotions / Appraisal,Bharuch,8 other locations,50k-1 Lakh   (Global),, 
SequelOne,3.3,146,713,IT Services & Consulting,"Work Life Balance, Company Culture, Work Satisfaction",,Gurgaon / Gurugram,22 other locations,Mumbai +26 more,nan, 
Gemini Edibles & Fats India,4.2,147,530,Food Processing,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",,Kakinada,19 other locations,501-1k  ,Public,17 years old
Casino Air Caterers & Flight Services,4.1,146,573,Facility Management Services,"Work Life Balance, Company Culture, Job Security",,Kochi,20 other locations,201-500  ,,18 years old
Cyntexa,3.4,146,531,IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Job Security",,Jaipur,2 other locations,501-1k  ,, 
Interactive Avenues,3.4,146,1.1k,Marketing & Advertising,"Work Life Balance, Skill Development / Learning, Company Culture",,Mumbai,6 other locations,51-200  ,,31 years old
Srijan Technologies,3.3,146,888,IT Services & Consulting,"Skill Development / Learning, Salary & Benefits, Work Life Balance",,New Delhi,13 other locations,51-200  ,,10 years old
Voith,3.9,146,801,Pulp & Paper,"Work Life Balance, Skill Development / Learning, Company Culture",,Noida,13 other locations,201-500  ,Startup,8 years old
Sundyota Numandis Pharmaceuticals,3.9,146,432,Pharma,"Work Life Balance, Company Culture, Promotions / Appraisal",,Ahmedabad,27 other locations,51-200  ,,9 years old
ValGenesis,3.1,146,988,Software Product,"Skill Development / Learning, Job Security",,Chennai,5 other locations,201-500  ,, 
Diversey,4,146,590,Chemicals,Salary & Benefits,Job Security,Mumbai,31 other locations,4 years old,, 
BVC Logistics,3.9,146,596,Logistics,"Salary & Benefits, Work Life Balance, Skill Development / Learning",,Mumbai,28 other locations,,nan, 
Avinash Group,3.7,146,516,Real Estate,"Work Life Balance, Skill Development / Learning",,Raipur,7 other locations,51-200  ,,22 years old
Wunderman Thompson,3.2,146,973,IT Services & Consulting,"Promotions / Appraisal, Work Satisfaction, Company Culture",,Gurgaon / Gurugram,10 other locations,,nan, 
Amity International School,4.1,146,634,Education & Training,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,New Delhi,15 other locations,201-500  ,,21 years old
Saatvik Green Energy,3.9,146,557,Power,"Job Security, Skill Development / Learning, Company Culture",,Ambala,10 other locations,201-500  ,,5 years old
Khadi Natural Healthcare,4,146,360,Fitness & Wellness,"Job Security, Work Life Balance",,New Delhi,10 other locations,201-500  ,,21 years old
Newton School: Pay after Placement,3.4,146,884,Internet,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",Bangalore / Bengaluru,7 other locations,501-1k  ,,37 years old
IIMT Group of Colleges,3.5,146,536,Education & Training,"Promotions / Appraisal, Job Security, Salary & Benefits",,Greater Noida,14 other locations,201-500  ,,171 years old
Masters' Union School of Business,3.4,146,571,Gurgaon / Gurugram +2 other locations,"Company Culture, Work Life Balance, Work Satisfaction",,,,51-200  ,,12 years old
Byju's Future School,3.3,146,316,Bangalore / Bengaluru +26 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",,,1k-5k  ,,76 years old
University of Engineering and Management,4.6,146,315,Education & Training,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Kolkata,15 other locations,51-200  ,,21 years old
Endress Hauser,4.2,146,635,Industrial Automation,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",,Mumbai,20 other locations,1k-5k  ,,32 years old
Sharp Sight,4,146,562,Healthcare,"Work Life Balance, Job Security, Company Culture",,New Delhi,11 other locations,51-200  ,,21 years old
CTX Life Science,3.9,146,678,Pharma,"Skill Development / Learning, Work Life Balance, Company Culture",,Surat,4 other locations,  ,,13 years old
Cypherox Technologies Pvt. Ltd.,4.8,146,70,IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",,Rajkot,1 other locations,201-500  ,,17 years old
Canteen Stores Department,4.2,146,285,Mumbai +57 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,,,51-200  ,,28 years old
Peerless Biotech,4.4,146,146,Medical Equipment,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",Chennai,23 other locations,201-500  ,,46 years old
Little Nap Recliners,4.6,145,28,Furniture & Furnishing,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,New Delhi,15 other locations,1k-5k  ,Public,49 years old
Universal Cables,3.9,145,683,Building Material,Work Life Balance,Promotions / Appraisal,Satna,14 other locations,  ,,44 years old
Garuda Power,3.2,145,424,Industrial Machinery,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",Kolkata,22 other locations,201-500  ,,28 years old
Casepoint,3.6,145,771,IT Services & Consulting,"Work Life Balance, Company Culture, Job Security",,Surat,5 other locations,201-500  ,,20 years old
India Pistons,2.9,146,719,Auto Components,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",Chennai,6 other locations,51-200  ,,18 years old
ICONMA,2.8,145,675,Recruitment,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",,Hyderabad / Secunderabad,3 other locations,501-1k  ,,23 years old
NELCAST,3.8,145,625,Iron & Steel,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Chennai,9 other locations,51-200  ,,12 years old
Sabyasachi Couture,3.7,145,642,Fashion & Textile,"Job Security, Work Life Balance, Skill Development / Learning",,Kolkata,5 other locations,501-1k  ,,62 years old
Khivraj Motors,3.7,145,583,Automobile,"Promotions / Appraisal, Job Security, Salary & Benefits",,Chennai,7 other locations,1k-5k  ,Public,New Delhi +26 more
HCL Foundation,4.3,145,517,Non-Profit,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Lucknow,12 other locations,501-1k  ,Public,37 years old
Enterslice,3.8,145,489,FinTech,Skill Development / Learning,"Promotions / Appraisal, Job Security, Salary & Benefits",Noida,4 other locations,5k-10k  ,, 
Premium Chick Feeds,3.5,145,477,Pune +51 other locations,"Promotions / Appraisal, Job Security, Skill Development / Learning",,,,1k-5k  ,Central,50 years old
DLF Brands,3.9,145,464,Retail,"Promotions / Appraisal, Company Culture, Work Satisfaction",,New Delhi,18 other locations,  ,,16 years old
Thar Worx,3.8,145,1.1k,BPO,Job Security,"Skill Development / Learning, Work Satisfaction",Bangalore / Bengaluru,7 other locations,201-500  ,,21 years old
Ajit Industries Pvt.Ltd,4.3,145,445,Chemicals,"Skill Development / Learning, Job Security",Promotions / Appraisal,New Delhi,33 other locations,1k-5k  ,,55 years old
Dar Al Handasah Consultants Shair And Partners,3.1,145,718,Engineering & Construction,"Work Life Balance, Job Security, Company Culture",,Pune,13 other locations,201-500  ,Startup,12 years old
Yotta Infrastructure Solutions,3.6,145,973,IT Services & Consulting,Promotions / Appraisal,,Mumbai,11 other locations,501-1k  ,,71 years old
VK Building Services,4,145,516,Engineering & Construction,"Promotions / Appraisal, Work Satisfaction",,Bangalore / Bengaluru,14 other locations,51-200  ,Public,16 years old
Systech Solutions,3.5,145,1.3k,IT Services & Consulting,"Skill Development / Learning, Work Satisfaction, Job Security",,Chennai,8 other locations,Tirupati +20 more,nan, 
FreshMenu,3.2,145,519,Internet,"Promotions / Appraisal, Job Security, Salary & Benefits",,Bangalore / Bengaluru,10 other locations,51-200  ,,22 years old
SightSpectrum Technology Solutions,3.5,145,954,IT Services & Consulting,"Skill Development / Learning, Salary & Benefits, Job Security",Promotions / Appraisal,Chennai,3 other locations,  ,,22 years old
West Coast Pharmaceuticals,3.1,145,632,Pharma,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Ahmedabad,11 other locations,201-500  ,,45 years old
Intec Infra-Technologies,3.8,145,336,Gurgaon / Gurugram +5 other locations,"Promotions / Appraisal, Job Security, Salary & Benefits",,,,51-200  ,,17 years old
E C R Buildtech,3.8,145,383,Bhiwadi +27 other locations,"Promotions / Appraisal, Salary & Benefits, Job Security",,,,51-200  ,,25 years old
Ceratizit,4.3,145,651,Industrial Machinery,"Salary & Benefits, Promotions / Appraisal, Company Culture",,Bangalore / Bengaluru,13 other locations,501-1k  ,,62 years old
Paracoat Products,3.6,145,758,Auto Components,"Promotions / Appraisal, Job Security, Salary & Benefits",,Hosur,8 other locations,1k-5k  ,Public,New Delhi +26 more
Apollomedics Super Speciality Hospitals,4.3,145,604,Healthcare,"Salary & Benefits, Promotions / Appraisal, Company Culture",,Lucknow,5 other locations,501-1k  ,,62 years old
Overnite Express,3.9,145,362,Logistics,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",New Delhi,34 other locations,501-1k  ,Public,37 years old
Java R & D,2.9,145,630,IT Services & Consulting,"Skill Development / Learning, Salary & Benefits, Job Security",Promotions / Appraisal,Bhopal,6 other locations,  ,,22 years old
GDX Group,4,146,413,Law Enforcement & Security,Skill Development / Learning,"Promotions / Appraisal, Job Security, Salary & Benefits",New Delhi,35 other locations,5k-10k  ,, 
Petroexcel Technology Services,3.5,145,504,Oil & Gas,"Skill Development / Learning, Company Culture, Work Life Balance",,Vadodara,10 other locations,51-200  ,,5 years old
Best Koki Automotive,3.6,145,660,Auto Components,"Company Culture, Work Life Balance, Salary & Benefits",,Gurgaon / Gurugram,11 other locations,1k-5k  ,,19 years old
L&T Power Transmission & Distribution,4.2,145,134,Power,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",,Chennai,30 other locations,201-500  ,,23 years old
Capital Finserve,4.7,145,55,NBFC,"Skill Development / Learning, Job Security, Work Life Balance",,Salem,7 other locations,501-1k  ,,6 years old
Nelco,3.9,144,566,Telecom,"Work Satisfaction, Promotions / Appraisal, Work Life Balance",,Mumbai,22 other locations,501-1k  ,,38 years old
Conserve Solution,3.7,144,451,Engineering & Construction,"Promotions / Appraisal, Job Security, Work Satisfaction",,Chennai,7 other locations,1k-5k  ,Public,35 years old
ARCHER Transnational Systems Private Limited,3.4,144,446,Legal,Promotions / Appraisal,,Vadodara,2 other locations,501-1k   (Global),Startup,9 years old
B.L Agro Oils,3.9,144,422,Food Processing,"Promotions / Appraisal, Company Culture, Skill Development / Learning",,Bareilly,31 other locations,501-1k  ,,55 years old
Isha Foundation,4.1,144,616,Non-Profit,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Coimbatore,14 other locations,51-200  ,,6 years old
Sunil Hitech Engineers,4.5,144,380,Engineering & Construction,"Work Satisfaction, Work Life Balance, Promotions / Appraisal",,Nagpur,29 other locations,51-200  ,Startup,8 years old
ATC (Assam),4,144,704,Logistics,"Promotions / Appraisal, Job Security, Company Culture",,Hosur,44 other locations,1k-5k   (Global),,17 years old
Chromewell Engineering,3.7,144,691,Industrial Machinery,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,Pune,3 other locations,501-1k  ,Public,77 years old
Zeco Aircon,4.1,144,694,Industrial Machinery,"Promotions / Appraisal, Salary & Benefits, Job Security",,New Delhi,10 other locations,51-200  ,,16 years old
Mobase,3.8,144,689,Auto Components,"Promotions / Appraisal, Work Satisfaction, Job Security",,Noida,10 other locations,51-200  ,,44 years old
Envision Enterprise Solutions,2.7,144,868,IT Services & Consulting,"Work Life Balance, Salary & Benefits, Job Security",,Hyderabad / Secunderabad,6 other locations,501-1k  ,,30 years old
Zeco Aircon,4.1,144,694,Industrial Machinery,Skill Development / Learning,,New Delhi,10 other locations,51-200  ,,16 years old
ATC (Assam),4,144,704,Logistics,"Promotions / Appraisal, Company Culture, Work Satisfaction",,Hosur,44 other locations,201-500  ,,44 years old
Mobase,3.8,144,689,Auto Components,"Promotions / Appraisal, Work Satisfaction, Job Security",,Noida,10 other locations,51-200  ,,44 years old
Chromewell Engineering,3.7,144,691,Industrial Machinery,"Company Culture, Skill Development / Learning, Job Security",,Pune,3 other locations,501-1k  ,,46 years old
MRC Logistics,4,144,586,Logistics,"Skill Development / Learning, Work Life Balance, Job Security",,Pune,39 other locations,501-1k  ,,35 years old
Elkayem Auto Ancillaries,3.3,144,572,Industrial Machinery,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,Hosur,6 other locations,51-200  ,,85 years old
Batra Hospital,3.8,144,498,Healthcare,"Work Life Balance, Job Security, Company Culture",,New Delhi,7 other locations,201-500  ,,14 years old
Dr. Amin Controllers,3.8,144,490,Engineering & Construction,"Salary & Benefits, Company Culture, Job Security",,Mumbai,25 other locations,51-200  ,,15 years old
Reynolds,4.3,144,474,Other,"Job Security, Work Life Balance, Skill Development / Learning",,Chennai,27 other locations,51-200  ,Public,41 years old
Chemie Tech,3.3,144,527,Oil & Gas,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,Vadodara,17 other locations,51-200  ,,33 years old
Kanerika Software,4.4,144,467,IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",,Hyderabad / Secunderabad,4 other locations,51-200  ,,15 years old
Jharkhand State Livelihood Promotion Society,3.6,144,358,Government,"Promotions / Appraisal, Salary & Benefits, Job Security",,Ranchi,27 other locations,51-200  ,,16 years old
Ravindra Bharathi Schools,3.4,144,361,Education & Training,"Company Culture, Skill Development / Learning, Work Satisfaction",,Hyderabad / Secunderabad,26 other locations,201-500  ,,28 years old
SHREE VASU LOGISTICS,3.2,145,456,Logistics,"Job Security, Promotions / Appraisal, Skill Development / Learning",,Raipur,19 other locations,501-1k  ,, 
Sakshi,3.6,144,593,Printing & Publishing,"Work Life Balance, Job Security, Work Satisfaction",,Hyderabad / Secunderabad,27 other locations,  ,,9 years old
Milltec Machinery Pvt Ltd Bangalore,4,144,631,Industrial Machinery,Company Culture,"Promotions / Appraisal, Job Security",Bangalore / Bengaluru,21 other locations,201-500  ,,53 years old
Rajhans (Desai-Jain) Group,4.2,144,423,Real Estate,"Job Security, Work Life Balance, Company Culture",,Surat,16 other locations,1k-5k  ,Conglomerate,61 years old
American India Foundation,3.9,144,457,Non-Profit,"Work Satisfaction, Skill Development / Learning, Work Life Balance",,New Delhi,38 other locations,51-200  ,, 
Takenaka,4,144,556,Architecture & Interior Design,"Company Culture, Job Security, Skill Development / Learning",,Gurgaon / Gurugram,17 other locations,501-1k  ,,78 years old
Kitex Garments,3.6,144,688,Fashion & Textile,Work Life Balance,"Job Security, Promotions / Appraisal",Kochi,16 other locations,501-1k  ,,25 years old
Milltec Machinery Pvt Ltd Bangalore,4,144,631,Industrial Machinery,"Skill Development / Learning, Company Culture, Work Life Balance",,Bangalore / Bengaluru,21 other locations,1k-5k  ,,48 years old
STPL,3.5,144,584,IT Services & Consulting,"Promotions / Appraisal, Company Culture, Work Satisfaction",,Lucknow,27 other locations,201-500  ,,44 years old
Million Minds Management Services,3.6,144,497,Recruitment,"Work Life Balance, Company Culture, Work Satisfaction","Promotions / Appraisal, Skill Development / Learning",New Delhi,39 other locations,201-500  ,, 
Paperpedia,1.9,144,497,EdTech,Company Culture,"Promotions / Appraisal, Job Security",Kolkata,7 other locations,201-500  ,,53 years old
Netcon Technologies,3.6,144,1k,IT Services & Consulting,Work Life Balance,"Job Security, Promotions / Appraisal",Chennai,14 other locations,501-1k  ,,25 years old
PMJ Gems & Jewellers,3.7,144,497,Jewellery,"Job Security, Promotions / Appraisal, Salary & Benefits",,Hyderabad / Secunderabad,17 other locations,201-500  ,,26 years old
Topsel Toyota,3.9,144,337,Automobile,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,Kolkata,9 other locations,51-200  ,,33 years old
Dr D Y Patil Medical College,4.1,144,619,Healthcare,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",,Pune,7 other locations,5k-10k  ,,55 years old
Simpl,2.7,144,820,Internet,"Company Culture, Skill Development / Learning, Work Satisfaction",,Bangalore / Bengaluru,2 other locations,201-500  ,,28 years old
CAPLIN STERILES,2.8,144,973,Chennai +5 other locations,"Work Life Balance, Job Security, Work Satisfaction",,,,  ,,9 years old
CleanMax Enviro Energy Solutions,4.6,144,736,Power,"Salary & Benefits, Promotions / Appraisal, Job Security",,Mumbai,21 other locations,51-200  ,,11 years old
Rajhans (Desai-Jain) Group,4.2,144,423,Real Estate,"Job Security, Promotions / Appraisal, Skill Development / Learning",,Surat,16 other locations,501-1k  ,, 
SHREE VASU LOGISTICS,3.2,145,456,Logistics,"Company Culture, Skill Development / Learning, Work Satisfaction",,Raipur,19 other locations,  ,,10 years old
Hyatt Place,4.2,144,337,Hospitality,"Work Satisfaction, Skill Development / Learning, Work Life Balance",,Hyderabad / Secunderabad,24 other locations,51-200  ,, 
Ram Kripal Singh Construction,3.7,144,480,Engineering & Construction,"Job Security, Work Life Balance, Company Culture",,Ranchi,28 other locations,1k-5k  ,Conglomerate,61 years old
Deccan iServices,3.9,144,728,Chennai +7 other locations,"Work Life Balance, Company Culture, Salary & Benefits",Job Security,,,,nan, 
Kartavya Healtheon,3.9,144,308,Internet,"Skill Development / Learning, Company Culture, Work Satisfaction",,Mumbai,25 other locations,Mumbai +6 more,nan, 
Barco Electronic Systems,4.2,144,822,Consumer Electronics & Appliances,"Job Security, Company Culture, Salary & Benefits",,Noida,5 other locations,,nan, 
Metayb,3.9,144,260,IT Services & Consulting,"Company Culture, Salary & Benefits, Skill Development / Learning",,Chennai,1 other locations,201-500  ,,11 years old
Etihad Airways,4.3,143,421,Aviation,Skill Development / Learning,Work Satisfaction,Abu Dhabi,13 other locations,51-200  ,,16 years old
NPCC Engineering,3.6,143,614,Oil & Gas,Skill Development / Learning,,Mumbai,12 other locations,501-1k  ,,31 years old
Ashley Global Capability Center,4,143,375,Furniture & Furnishing,"Company Culture, Salary & Benefits, Skill Development / Learning",,Chennai,6 other locations,201-500  ,,11 years old
Neverskip,3.7,143,371,Education & Training,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",,Chennai,26 other locations,201-500  ,,16 years old
Verint Systems,4,143,1k,IT Services & Consulting,Skill Development / Learning,Work Satisfaction,Bangalore / Bengaluru,5 other locations,51-200  ,,16 years old
Dozco,3.9,143,482,Industrial Machinery,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",Visakhapatnam,28 other locations,51-200  ,,59 years old
Ideaforge Technology,3.5,143,917,Internet,"Job Security, Work Life Balance",Promotions / Appraisal,Mumbai,7 other locations,201-500  ,,12 years old
Costa Coffee,3.4,143,320,Beverage,"Job Security, Company Culture, Salary & Benefits",,New Delhi,26 other locations,501-1k  ,,21 years old
Manipal HealthMap,3.9,143,371,Healthcare,Job Security,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",New Delhi,36 other locations,10k-50k   (Global),Public,46 years old
Pramati Technologies,4.4,143,1.2k,IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Hyderabad / Secunderabad,3 other locations,26 years old,, 
COMSTAR AUTOMOTIVE TECHNOLOGIES,3.6,143,792,Auto Components,Work Life Balance,,Chennai,5 other locations,10k-50k   (Global),,59 years old
SmartQ - Bottle Lab Technologies,4.1,142,776,Software Product,"Work Satisfaction, Skill Development / Learning, Company Culture",,Bangalore / Bengaluru,11 other locations,51-200  ,,35 years old
Prestige Estates Projects,4.4,143,643,Real Estate,"Work Life Balance, Company Culture, Salary & Benefits",,Bangalore / Bengaluru,9 other locations,201-500  ,,60 years old
Nayati Hospital,3.3,143,537,Healthcare,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,Mathura,10 other locations,201-500  ,,25 years old
Optimus Information,3.5,143,426,IT Services & Consulting,"Work Life Balance, Company Culture, Work Satisfaction",,Noida,6 other locations,51-200  ,,16 years old
Etihad Airways,4.3,143,421,Aviation,"Company Culture, Salary & Benefits, Promotions / Appraisal",,Abu Dhabi,13 other locations,201-500  ,Public,13 years old
Brickwork Ratings,3.4,143,669,Financial Services,"Salary & Benefits, Company Culture, Promotions / Appraisal",,Bangalore / Bengaluru,21 other locations,  ,,31 years old
Export Trading group,3.4,143,698,IT Services & Consulting,"Job Security, Work Life Balance",Promotions / Appraisal,Bangalore / Bengaluru,19 other locations,1k-5k  ,,47 years old
Broadcast Engineering Consultants India,3.4,144,683,Government,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",,New Delhi,23 other locations,501-1k  ,,30 years old
Goel Ganga Developments,3.8,145,629,Real Estate,"Salary & Benefits, Promotions / Appraisal",,Pune,2 other locations,201-500  ,Public,29 years old
Nexus Select Trust,4.1,143,618,Mumbai +17 other locations,"Company Culture, Salary & Benefits, Promotions / Appraisal",,,,  ,,14 years old
Dealmoney Securities,3.2,143,581,Financial Services,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Mumbai,17 other locations,501-1k  ,Public,30 years old
Pravin Masalewale,4,143,494,FMCG,"Promotions / Appraisal, Company Culture",,Pune,34 other locations,501-1k  ,Public,64 years old
Sikka Group,3.6,143,531,Real Estate,"Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",New Delhi,11 other locations,501-1k  ,Public,45 years old
Indian School Finance Company,4.6,143,534,NBFC,"Job Security, Skill Development / Learning, Company Culture","Salary & Benefits, Promotions / Appraisal",Hyderabad / Secunderabad,38 other locations,  ,,98 years old
Meghmani Group,3.4,143,538,Bharuch +13 other locations,Skill Development / Learning,,,,201-500  ,Public,14 years old
GXO,3.9,143,663,Mumbai +12 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,,,51-200  ,,51 years old
Ayu Health Hospitals,3.4,143,667,Healthcare,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Bangalore / Bengaluru,9 other locations,51-200  ,,32 years old
RS Software (India) Ltd.,3.6,144,542,IT Services & Consulting,"Salary & Benefits, Work Life Balance, Promotions / Appraisal",,Kolkata,4 other locations,201-500  ,,14 years old
Bijnis,3.7,143,545,Internet,"Job Security, Work Life Balance","Promotions / Appraisal, Skill Development / Learning",New Delhi,34 other locations,501-1k  ,Public,39 years old
CBNITS,3.9,143,564,IT Services & Consulting,"Work Life Balance, Work Satisfaction, Salary & Benefits",,Kolkata,2 other locations,1k-5k  ,,64 years old
Newt Global,3.5,143,776,Software Product,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Chennai,6 other locations,1k-5k  ,Public,34 years old
Regal Rexnord Corporation,3.5,143,813,Consumer Electronics & Appliances,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",Hyderabad / Secunderabad,7 other locations,01-10-2025 00:00,, 
Ncr Eduservices,3.1,143,477,Education & Training,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",Noida,9 other locations,10k-50k  ,,15 years old
bgr Mining infra pvt Ltd,4,144,545,Metals & Mining,"Skill Development / Learning, Job Security, Salary & Benefits",,Hyderabad / Secunderabad,16 other locations,10k-50k   (Global),Public,24 years old
Foiwe Info Global Solution,4.5,143,734,IT Services & Consulting,"Company Culture, Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",Bangalore / Bengaluru,2 other locations,51-200  ,, 
Spc Life Sciences,3.5,143,640,Pharma,"Work Life Balance, Company Culture, Salary & Benefits",,Ankleshwar,5 other locations,201-500  ,,33 years old
Kantar Operations,3.9,143,809,Analytics & KPO,Skill Development / Learning,Promotions / Appraisal,Hyderabad / Secunderabad,17 other locations,501-1k  ,,31 years old
Virtuoso,3.5,143,745,Industrial Automation,"Promotions / Appraisal, Job Security, Salary & Benefits",,Pune,4 other locations,501-1k  ,,10 years old
Ford Motor Credit Company,4.1,143,707,Financial Services,"Work Life Balance, Salary & Benefits, Promotions / Appraisal",,Chennai,15 other locations,1k-5k  ,,20 years old
SKS Business Services,3.1,143,607,Accounting & Auditing,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",,Jamnagar,21 other locations,501-1k  ,,20 years old
Rain Cii Carbon Vizag,4.1,143,503,Chemicals,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal,Visakhapatnam,4 other locations,1k-5k   (Global),, 
AECC Global,3.4,143,570,Financial Services,"Promotions / Appraisal, Salary & Benefits, Job Security",,Chennai,20 other locations,  ,,9 years old
Zacks Research,2.8,143,494,Financial Services,"Work Life Balance, Promotions / Appraisal, Company Culture",,Kolkata,1 other locations,51-200  ,,15 years old
PMI Electro Mobility Solutions,3.7,143,571,Automobile,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,Dharuhera,20 other locations,201-500  ,Public,47 years old
Verka milk dairy,4.1,143,357,Agriculture,"Skill Development / Learning, Work Satisfaction, Work Life Balance",,Chandigarh,17 other locations,51-200  ,, 
ETV Bharat,4,144,451,Broadcasting,"Job Security, Work Life Balance","Salary & Benefits, Promotions / Appraisal",Hyderabad / Secunderabad,5 other locations,201-500  ,,49 years old
Abryl Laboratories Manufacturing Unit,3.7,143,699,Pharma,"Job Security, Skill Development / Learning, Company Culture",,Chandigarh,8 other locations,1k-5k  ,,39 years old
Paisalo Digital,3.9,143,390,NBFC,"Job Security, Promotions / Appraisal, Salary & Benefits",,New Delhi,50 other locations,51-200  ,,27 years old
Central Coalfields,4.5,143,279,Metals & Mining,"Promotions / Appraisal, Job Security, Skill Development / Learning",,Ranchi,10 other locations,51-200  ,,29 years old
RevFin,4.2,143,241,Financial Services,"Skill Development / Learning, Work Life Balance, Job Security",,New Delhi,27 other locations,Surat +17 more,nan, 
Dangote Cement,4.2,143,191,Building Material,"Company Culture, Job Security, Skill Development / Learning",,Hyderabad / Secunderabad,6 other locations,51-200  ,,17 years old
Academor,2.9,143,151,Education & Training,"Work Life Balance, Skill Development / Learning, Work Satisfaction",,Bangalore / Bengaluru,6 other locations,1k-5k  ,,38 years old
rebootXP,3.5,143,165,Management Consulting,"Work Life Balance, Job Security, Company Culture",,Noida,4 other locations,501-1k  ,,30 years old
Girl Power Talk,4.7,143,43,Internet,"Promotions / Appraisal, Work Satisfaction, Company Culture",,Mohali,4 other locations,201-500  ,,7 years old
"Apollo Gleneagles Hospitals, Kolkata",4,142,374,Healthcare,"Salary & Benefits, Company Culture, Work Satisfaction",,Kolkata,1 other locations,201-500  ,,42 years old
Digital Aptech,4.4,142,379,IT Services & Consulting,"Skill Development / Learning, Work Life Balance, Job Security",,Kolkata,2 other locations,5k-10k   (Global),,35 years old
LimeRoad,2.5,142,909,Internet,Skill Development / Learning,"Company Culture, Promotions / Appraisal",Gurgaon / Gurugram,7 other locations,201-500  ,, 
